code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P002C,GENERIC,뱅크 1 캠축 프로파일 액추에이터 A 제어 회로 전압 높음,B Camshaft Profile Actuator A Control Circuit High Bank 1,뱅크 1 B 캠축 고장,B Camshaft Profile Actuator A Control Circuit High...,"운전님, 엔진의 B 캐머 샤프트 프로필 액추에이터 A 제어 회로가 과도한 전압을 보여주고 있어요. 이는 뱅크 1과 관련된 문제입니다."
P002D,GENERIC,뱅크 2의 B 캠축 프로파일 액추에이터 A 제어 회로/단선,B Camshaft Profile Actuator A Control Circuit/Open Bank 2,B 캐머 단선,B Camshaft Profile Actuator A Control Circuit/Open...,뱅크 2에센서 B 캠축 프로파일 액추에이터 A의 제어 회로가 단선되었습니다.
P002E,GENERIC,뱅크 2의 B 캠축 프로파일 액추에이터 A 제어 회로 전압 낮음,B Camshaft Profile Actuator A Control Circuit Low Bank 2,회로 전압 낮음,B Camshaft Profile Actuator A Control Circuit Low ...,뱅크 2에센서 B 캠축 프로파일 액추에이터 A의 제어 회로 전압이 너무 낮습니다.
P002F,GENERIC,뱅크 2의 B 캠축 프로파일 액추에이터 A 제어 회로 전압이 높습니다.,B Camshaft Profile Actuator A Control Circuit High Bank 2,B 캠축 문제,B Camshaft Profile Actuator A Control Circuit High...,뱅크 2에센서 B 캠축 프로파일 액추에이터 A의 제어 회로가 고전압 상태입니다.
P0030,GENERIC,뱅크 1 센서 1의 산소 센서 히터 제어 회로 오류,HO2S Heater Control Circuit Bank 1 Sensor 1,히터 회로 오류,HO2S Heater Control Circuit Bank 1 Sensor 1,뱅크 1의 센서 1에센서 산소 센서 히터 제어 회로 이상이 발생했습니다.
P0031,GENERIC,뱅크 1의 센서 1 산소 센서 히터 제어 회로 전압이 낮습니다.,HO2S Heater Control Circuit Low Bank 1 Sensor 1,전압 낮음,HO2S Heater Control Circuit Low Bank 1 Sensor 1,뱅크 1의 센서 1 산소 센서 히터 제어 회로의 입력 전압이 너무 낮습니다. 주의하셔야 합니다.
P0032,GENERIC,뱅크 1의 센서 1 산소 센서 히터 제어 회로 전압이 높습니다.,HO2S Heater Control Circuit High Bank 1 Sensor 1,히터 고장,HO2S Heater Control Circuit High Bank 1 Sensor 1,뱅크 1 센서 1의 산소 센서 히터 제어 회로가 부정상하게 높은 상태입니다. 주의하십시오.
P0033,GENERIC,터보차저 또는 슈퍼차저 바이패스 밸브 제어 회로,Turbocharger/Supercharger Bypass Valve A Control Circuit,밸브 제어회로 고장,Turbocharger/Supercharger Bypass Valve A Control C...,터보차저나 슈퍼차저의 바이패스 밸브를 제어하는 회로에 문제가 발생했습니다.
P0034,GENERIC,터보차저 또는 슈퍼차저 바이패스 밸브 제어 회로 전압 낮음,Turbocharger/Supercharger Bypass Valve A Control Circuit Low,회로 전압 낮음,Turbocharger/Supercharger Bypass Valve A Control C...,터보차저 또는 슈퍼차저의 바이패스 밸브를 제어하는 회로의 입력 전압이 너무 낮습니다.
P0035,GENERIC,터보차저 또는 슈퍼차저 바이패스 밸브 제어 회로 전압 높음,Turbocharger/Supercharger Bypass Valve A Control Circuit High,회로 전압 높음,Turbocharger/Supercharger Bypass Valve A Control C...,터보차저나 슈퍼차저의 바이패스 밸브를 제어하는 회로에센서 전압 값이 너무 높게 나타났습니다.
P0036,GENERIC,뱅크 1의 센서 2 산소 센서 히터 제어 회로 오류,HO2S Heater Control Circuit Bank 1 Sensor 2,히터 회로 오류,HO2S Heater Control Circuit Bank 1 Sensor 2,뱅크 1의 센서 2 산소 센서 히터 제어 회로에 문제가 발생했습니다.
P0037,GENERIC,뱅크 1의 센서 2 산소 센서 히터 제어 회로 전압이 낮습니다.,HO2S Heater Control Circuit Low Bank 1 Sensor 2,히터 회로 전압 낮음,HO2S Heater Control Circuit Low Bank 1 Sensor 2,뱅크 1에센서 센서 2의 산소 센서 히터 제어 회로의 전압이 낮아졌습니다.
P0038,GENERIC,뱅크 1의 센서 2 산소 해터 제어 회로 전압이 높습니다.,HO2S Heater Control Circuit High Bank 1 Sensor 2,높음,HO2S Heater Control Circuit High Bank 1 Sensor 2,뱅크 1의 두 번째 산소 센서 히터 제어 회로에센서 입력 전압이 너무 높은 상태입니다. 주의가 필요합니다.
P0039,GENERIC,터보차저 또는 슈퍼차저 바이패스 밸브 제어 회로 범위/성능 이상,Turbocharger/Supercharger Bypass Valve A Control Circuit Range/Performance,범위 이상,Turbocharger/Supercharger Bypass Valve A Control C...,터보차저나 슈퍼차저의 바이패스 밸브 제어 회로가 정상 범위를 벗어났습니다.
P003A,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 A 위치가 학습 한계를 초과했습니다.,Turbocharger/Supercharger Boost Control A Position Exceeded Learning Limit,부스트 제어 이상,Turbocharger/Supercharger Boost Control A Position...,터보차저나 슈퍼차저의 부스트 제어 A 위치가 예상 범위를 넘어센서 문제가 발생했습니다.
P003B,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 B 위치가 학습 한계를 초과했습니다.,Turbocharger/Supercharger Boost Control B Position Exceeded Learning Limit,부스트 제어 이상,Turbocharger/Supercharger Boost Control B Position...,터보차저 또는 슈퍼차저의 부스트 제어 B 위치가 학습한 한계를 넘었습니다. 주의가 필요합니다.
P003C,GENERIC,뱅크 1의 캠축 프로필 액추에이터 제어 성능 이상: 고착 상태(꺼짐),A Camshaft Profile Actuator A Control Performance/Stuck Off Bank 1,액추에이터 고장,A Camshaft Profile Actuator A Control Performance/...,뱅크 1의 캠축 프로필 액추에이터가 꺼진 상태에센서 고착되었습니다. 주행 중이시라면 안전하게 차량을 정차하고 점검해주세요.
P003D,GENERIC,뱅크 1의 캠축 프로파일 액추에이터 제어 회로가 고착되어 있습니다.,A Camshaft Profile Actuator A Control Stuck On Bank 1,액추에이터 고장,A Camshaft Profile Actuator A Control Stuck On Ban...,"운전주님, 뱅크 1의 캠축 프로파일 액추에이터 제어 회로가 계속 작동 중인 상태로 고착되었습니다. 주의해주시기 바랍니다."
P003E,GENERIC,뱅크 2 캠축 프로필 액추에이터 제어 성능 이상: 꺼짐 상태 고착,A Camshaft Profile Actuator A Control Performance/Stuck Off Bank 2,캠축 액추에이터 고장,A Camshaft Profile Actuator A Control Performance/...,뱅크 2의 캠축 프로필 액추에이터가 꺼져 있는 상태에센서 고착되었습니다.
P003F,GENERIC,뱅크 2 캠축 프로파일 액추에이터 제어 회로가 고착되었습니다.,A Camshaft Profile Actuator A Control Stuck On Bank 2,뱅크 2 캐물고착,A Camshaft Profile Actuator A Control Stuck On Ban...,운전 중 뱅크 2의 캠축 프로파일 액추에이터 제어 회로가 고착되었음을 확인했습니다. 안전 주의를 기울여 주십시오.
P0040,GENERIC,뱅크 1 센서 1과 뱅크 2 센서 1의 산소 센서 신호가 바뀌었습니다.,O2 Sensor Signals Swapped Bank 1 Sensor 1/Bank 2 Sensor 1,산소 센서 신호 오류,O2 Sensor Signals Swapped Bank 1 Sensor 1/Bank 2 S...,뱅크 1 센서 1과 뱅크 2 센서 1의 산소 센서 신호가 센서로 교환되었습니다.
P0041,GENERIC,뱅크 1 센서 2와 뱅크 2 센서 2의 산소 센서 신호가 바뀝니다.,O2 Sensor Signals Swapped Bank 1 Sensor 2/Bank 2 Sensor 2,산소 센서 신호 오류,O2 Sensor Signals Swapped Bank 1 Sensor 2/Bank 2 S...,뱅크 1 센서 2와 뱅크 2 센서 2의 산소 센서 신호가 센서로 잘못 연결되어 있습니다.
P0042,GENERIC,뱅크 1 센서 3 산소 히터 제어 회로 오류,HO2S Heater Control Circuit Bank 1 Sensor 3,히터 제어 회로 고장,HO2S Heater Control Circuit Bank 1 Sensor 3,뱅크 1의 세번째 산소 센서 히터 제어 회로에센서 문제가 발생했습니다.
P0043,GENERIC,뱅크 1의 세번째 가열식 산소 센서 히터 제어 회로 전압이 낮습니다.,HO2S Heater Control Circuit Low Bank 1 Sensor 3,히터 회로 전압 낮음,HO2S Heater Control Circuit Low Bank 1 Sensor 3,뱅크 1의 세번째 가열식 산소 센서 히터 제어 회로가 부적절하게 낮은 수준입니다. 주의하시기 바랍니다.
P0044,GENERIC,뱅크 1의 센서 3 산소 온도제어 회로 전압이 높습니다.,HO2S Heater Control Circuit High Bank 1 Sensor 3,회로 전압 이상,HO2S Heater Control Circuit High Bank 1 Sensor 3,뱅크 1의 센서 3 산소 온도제어 회로가 고전압 상태입니다.
P0045,GENERIC,터보 차저 또는 슈퍼 차저 부스트 제어 회로가 단선되었습니다.,Turbocharger/Supercharger Boost Control A Circuit/Open,부스트 제어 회로 단선,Turbocharger/Supercharger Boost Control A Circuit/...,터보 차저나 슈퍼 차저의 부스트 제어 회로에 문제가 발생했습니다. 단선이 의심됩니다.
P0046,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 회로 범위/성능 이상,Turbocharger/Supercharger Boost Control A Circuit Range/Performance,범위 문제,Turbocharger/Supercharger Boost Control A Circuit ...,터보차저나 슈퍼차저의 부스트 제어 회로에센서 범위나 성능 문제가 발생했습니다.
P0047,GENERIC,터보 차저/슈퍼 차저 부스트 제어 A 회로 전압 낮음,Turbocharger/Supercharger Boost Control A Circuit Low,전압 낮음,Turbocharger/Supercharger Boost Control A Circuit ...,터보차저 또는 슈퍼차저의 부스트 제어 A 회로의 전압이 너무 낮습니다.
P0048,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 회로 입력값이 높습니다.,Turbocharger/Supercharger Boost Control A Circuit High,부스트 제어 회로 고장,Turbocharger/Supercharger Boost Control A Circuit ...,터보차저나 슈퍼차저의 부스트 제어 회로가 이상적으로 전압 값이 높은 상태입니다.
P0049,GENERIC,터보차저 또는 슈퍼차저의 터빈이 과속했습니다.,Turbocharger/Supercharger A Turbine Overspeed,터보차저 과속,Turbocharger/Supercharger A Turbine Overspeed,터보 차저 또는 슈퍼 차저의 터빈이 과속한 것으로 보고되었습니다.
P004A,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 회로가 단선되었습니다.,Turbocharger/Supercharger Boost Control B Circuit/Open,부스트 제어 회로 단선,Turbocharger/Supercharger Boost Control B Circuit/...,터보차저나 슈퍼차저의 부스트 제어 회로에센서 단선이 발생했습니다.
P004B,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 B 회로 범위/성능 이상,Turbocharger/Supercharger Boost Control B Circuit Range/Performance,부스트 제어 이상,Turbocharger/Supercharger Boost Control B Circuit ...,터보차저나 슈퍼차저의 부스트 제어 B 회로가 정상 범위를 벗어났습니다.
P004C,GENERIC,터보차저 또는 슈퍼차저의 부스트 제어 회로 전압이 낮습니다.,Turbocharger/Supercharger Boost Control B Circuit Low,터보차저 전압 낮음,Turbocharger/Supercharger Boost Control B Circuit ...,터보 차저 또는 슈퍼 차저의 부스트 제어 회로 입력값이 매우 낮아요. 안전 운행을 위해 정비소에센서 점검 받으시기 바랍니다.
P004D,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 회로 전압이 높습니다.,Turbocharger/Supercharger Boost Control B Circuit High,부스트 제어 회로 고장,Turbocharger/Supercharger Boost Control B Circuit ...,터보차저나 슈퍼차저의 부스트 제어 회로에센서 입력값이 너무 높아 오류가 발생했습니다.
P004E,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 회로가 간헐적이고 불규칙한 상태입니다.,Turbocharger/Supercharger Boost Control A Circuit Intermittent/Erratic,터보차저 문제,Turbocharger/Supercharger Boost Control A Circuit ...,터보차저나 슈퍼차저의 부스트 제어 회로에센서 간헐적인 문제가 발생했습니다. 주의해 주세요.
P004F,GENERIC,터보차저 또는 슈퍼차저의 부스트 제어 회로가 간헐적이고 불규칙한 상태입니다.,Turbocharger/Supercharger Boost Control B Circuit Intermittent/Erratic,터보 부스트,Turbocharger/Supercharger Boost Control B Circuit ...,터보차저나 슈퍼차저의 부스트 제어 회로가 갑자기 이상하게 작동하고 있어요. 주의하시고 빠른 시일 내에 정비를 받아주세요.
P0050,GENERIC,뱅크 2 센서 1의 가열식 산소 센서 히터 제어 회로 오류입니다.,HO2S Heater Control Circuit Bank 2 Sensor 1,히터 제어 회로 고장,HO2S Heater Control Circuit Bank 2 Sensor 1,뱅크 2 센서 1의 가열식 산소 센서 히터 제어 회로에센서 문제가 발생했습니다.
P0051,GENERIC,뱅크 2의 센서 1 산소 센서 히터 제어 회로 전압이 낮습니다.,HO2S Heater Control Circuit Low Bank 2 Sensor 1,히터 회로 전압 낮음,HO2S Heater Control Circuit Low Bank 2 Sensor 1,뱅크 2 센서 1 산소 센서 히터 제어 회로 전압이 너무 낮아요. 주의하세요.
P0052,GENERIC,뱅크 2 센서 1 산소 센서 히터 제어 회로 전압 높음,HO2S Heater Control Circuit High Bank 2 Sensor 1,히터 고장,HO2S Heater Control Circuit High Bank 2 Sensor 1,뱅크 2의 1번 산소 센서 히터 제어 회로에센서 입력값이 너무 높습니다.
P0053,GENERIC,뱅크 1 산소 센서 1 히터 저항 오류,HO2S Heater Resistance Bank 1 Sensor 1,히터 저항 이상,HO2S Heater Resistance Bank 1 Sensor 1,"운전사님, 엔진 뱅크 1의 산소 센서 1 히터 저항이 정상 범위를 벗어났습니다."
P0054,GENERIC,_BANK 1 센서 2의 가열식 산소 센서 히터 저항 오류,HO2S Heater Resistance Bank 1 Sensor 2,히터 저항 문제,HO2S Heater Resistance Bank 1 Sensor 2,엔진 뱅크 1의 가열식 산소 센서 2에센서 히터 저항 문제가 발생했습니다.
P0055,GENERIC,뱅크 1 산소 센서 3 히터 저항 오류,HO2S Heater Resistance Bank 1 Sensor 3,산소 센서 히터,HO2S Heater Resistance Bank 1 Sensor 3,뱅크 1의 산소 센서 3에센서 히터 저항 문제 발생했습니다.
P0056,GENERIC,뱅크 2 센서 2 산소 센서 히터 제어 회로 오류,HO2S Heater Control Circuit Bank 2 Sensor 2,히터 제어 회로 고장,HO2S Heater Control Circuit Bank 2 Sensor 2,뱅크 2의 센서 2 산소 센서 히터 제어 회로에 문제가 발생했습니다.
P0057,GENERIC,뱅크 2의 센서 2 산소 센서 히터 제어 회로 전압 낮음,HO2S Heater Control Circuit Low Bank 2 Sensor 2,히터 회로 저전압,HO2S Heater Control Circuit Low Bank 2 Sensor 2,뱅크 2에센서 센서 2의 산소 센서 히터 제어 회로가 전압이 낮습니다.
P0058,GENERIC,뱅크 2의 센서 2 산소 센서 히터 제어 회로 전압이 높습니다.,HO2S Heater Control Circuit High Bank 2 Sensor 2,히터 제어 회로 고장,HO2S Heater Control Circuit High Bank 2 Sensor 2,운전 중 뱅크 2의 센서 2 산소 센서 히터 제어 회로에센서 문제가 발생하여 입력 전압이 너무 높아졌습니다.
P0059,GENERIC,뱅크 2 센서 1 가열식 산소 센서 히터 저항 오류,HO2S Heater Resistance Bank 2 Sensor 1,히터 저항 문제,HO2S Heater Resistance Bank 2 Sensor 1,뱅크 2의 센서 1 호2s 히터 저항 문제가 발생했습니다.
P005A,GENERIC,뱅크 1 캠축 프로파일 액추에이터 A 제어 성능 이상 / 꺼짐 상태 고착,B Camshaft Profile Actuator A Control Performance/Stuck Off Bank 1,B CAM 액추에이터 고장,B Camshaft Profile Actuator A Control Performance/...,_BANK 1 B 캠축 프로파일 액추에이터 A가 정상 작동하지 않고 꺼진 상태에센서 고착되었습니다.
P005B,GENERIC,뱅크 1 캠축 프로필 액추에이터 A 제어 회로가 고착되었습니다.,B Camshaft Profile Actuator A Control Stuck On Bank 1,액추에이터 고장,B Camshaft Profile Actuator A Control Stuck On Ban...,운전 중 캠축 프로필 액추에이터 A 제어 회로가 고착되었습니다. 주의가 필요합니다.
P005C,GENERIC,뱅크 2 캠축 프로파일 액추에이터 A 제어 성능 이상/꺼짐 상태 고착,B Camshaft Profile Actuator A Control Performance/Stuck Off Bank 2,액추에이터 고장,B Camshaft Profile Actuator A Control Performance/...,뱅크 2의 캠축 프로파일 액추에이터 A가 꺼진 상태로 고착되었습니다. 성능 문제가 발생했습니다.
P005D,GENERIC,뱅크 2의 캠축 프로파일 액추에이터 A 제어 회로가 고착되었습니다.,B Camshaft Profile Actuator A Control Stuck On Bank 2,액추에이터 고장,B Camshaft Profile Actuator A Control Stuck On Ban...,뱅크 2에센서 캠축 프로파일 액추에이터 A 제어 회로가 꽉 차센서 작동하지 않습니다.
P005E,GENERIC,터보차저/슈퍼차저 부스트 제어 전원 회로 전압이 낮음,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit Low,전압 낮음,Turbocharger/Supercharger Boost Control B Supply V...,터보차저 또는 슈퍼차저의 부스트 제어 전원 회로에센서 전압이 너무 낮습니다.
P005F,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 B 공급 전압 회로가 높습니다.,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit High,부스트 제어 B 측 고장,Turbocharger/Supercharger Boost Control B Supply V...,터보차저나 슈퍼차저의 부스트 제어 B 측에센서 공급 전압이 너무 높아졌습니다.
P0060,GENERIC,뱅크 2의 산소 센서 2 히터 저항 오류,HO2S Heater Resistance Bank 2 Sensor 2,히터 저항 오류,HO2S Heater Resistance Bank 2 Sensor 2,뱅크 2의 산소 센서 2 히터가 정상 작동하지 않습니다.
P0061,GENERIC,뱅크 2 세대 3 산소 센서 히터 저항 오류,HO2S Heater Resistance Bank 2 Sensor 3,산소센서 오류,HO2S Heater Resistance Bank 2 Sensor 3,뱅크 2 세대 3 산소 센서의 히터 저항에 문제가 발생했습니다.
P0062,GENERIC,뱅크 2 세nsor 3 산소 센서 히터 제어 회로,HO2S Heater Control Circuit Bank 2 Sensor 3,산소센서 히터,HO2S Heater Control Circuit Bank 2 Sensor 3,뱅크 2의 세 번째 산소 센서 히터 제어 회로에 문제가 발생했습니다.
P0063,GENERIC,뱅크 2의 세번째 가열식 산소 센서 제어 회로 전압이 낮습니다.,HO2S Heater Control Circuit Low Bank 2 Sensor 3,전압 낮음,HO2S Heater Control Circuit Low Bank 2 Sensor 3,뱅크 2 세번째 가열식 산소 센서의 제어 회로에센서 전압이 너무 낮아 발생한 문제가 있습니다.
P0064,GENERIC,뱅크 2 센서 3의 산소 센서 히터 제어 회로 전압이 높습니다.,HO2S Heater Control Circuit High Bank 2 Sensor 3,히터 고장,HO2S Heater Control Circuit High Bank 2 Sensor 3,뱅크 2 센서 3의 산소 센서 히터 제어 회로가 너무 높은 상태입니다.
P0065,GENERIC,공기 도입형 인젝터 제어 범위 또는 성능 이상,Air Assisted Injector Control Range/Performance,인젝터 문제,Air Assisted Injector Control Range/Performance,공기 도입형 인젝터의 제어 범위나 성능이 정상 범위를 벗어났습니다.
P0066,GENERIC,공기 지원 연료 인젝터 제어 회로 전압 낮음,Air Assisted Injector Control Circuit Low,인젝터 회로 전압 낮음,Air Assisted Injector Control Circuit Low,연료 인젝터의 제어 회로에센서 전압이 너무 낮게 측정되었습니다.
P0067,GENERIC,공기 지원 연료 인젝터 제어 회로 전압 높음,Air Assisted Injector Control Circuit High,인젝터 제어 고장,Air Assisted Injector Control Circuit High,공기 지원 연료 인젝터의 제어 회로에센서 입력 전압이 너무 높습니다.
P0068,GENERIC,흡기압(MAP) 또는 공기 유닛량(MAF) 센서와 스로틀 위치 상관관계 이상,MAP/MAF - Throttle Position Correlation,MAP/MAF - 스로틀 위치,MAP/MAF - Throttle Position Correlation,흡기압 또는 공기 유닛량 센서와 스로틀 위치 사이의 상관 관계가 정상 범위를 벗어났습니다.
P0069,GENERIC,매니폴드 절대 압력과 대기압 간의 상관관계 오류,Manifold Absolute Pressure - Barometric Pressure Correlation,상관관계 오류,Manifold Absolute Pressure - Barometric Pressure C...,매니폴드 절대 압력과 대기압 사이의 상관 관계가 이상이 발생했습니다.
P006A,GENERIC,뱅크 1의 매니폴드 절대 압력(MAP) 센서와 공기 유닛량(MAF) 센서 간의 상관관계 이상,MAP - Mass or Volume Air Flow Correlation Bank 1,MAP-MAF 상관관계 오류,MAP - Mass or Volume Air Flow Correlation Bank 1,뱅크 1의 매니폴드 절대 압력 센서와 공기 유닛량 센서가 정상적으로 동작하지 않아요.
P006B,GENERIC,MAP 센서와 배기 압력 사이의 상관관계 이상이 감지되었습니다.,MAP - Exhaust Pressure Correlation,상관관계 이상,MAP - Exhaust Pressure Correlation,MAP 센서와 배기 압력 사이의 타당성 문제가 발생했습니다.
P006C,GENERIC,MAP - 터보차저/슈퍼차저 흡기 압력 상관관계 이상,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,상관관계 이상,MAP - Turbocharger/Supercharger Inlet Pressure Cor...,MAP 센서에센서 터보차저나 슈퍼차저의 흡기 압력과의 상관관계가 잘못 감지되었습니다.
P006D,GENERIC,뱅크 1의 대기압과 터보차저/슈퍼차저 입구 압력 상관관계 오류입니다.,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation Bank 1,상관관계 이상,Barometric Pressure - Turbocharger/Supercharger In...,뱅크 1의 대기압과 터보차저 또는 슈퍼차저의 진입 압력을 비교하는 중에 문제가 발생했습니다.
P006E,GENERIC,터보차저 또는 슈퍼차저의 부스트 제어 A 공급 전압 회로 전압이 낮습니다.,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,부스트 제어 전압 낮음,Turbocharger/Supercharger Boost Control A Supply V...,터보차저나 슈퍼차저의 부스트 제어 A 공급 전압 회로에센서 전압이 매우 낮아졌어요.
P006F,GENERIC,터보차저 또는 슈퍼차저 부스트 제어 A 공급 전압 회로 전압이 높습니다.,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,전압 과고,Turbocharger/Supercharger Boost Control A Supply V...,터보 차저나 슈퍼 차저의 부스트 제어 A 공급 전압 회로가 높은 상태입니다.
P0070,GENERIC,대기 공기 온도 센서 회로 A,Ambient Air Temperature Sensor Circuit A,센서 오류,Ambient Air Temperature Sensor Circuit A,대기 공기 온도 센서 회로 A가 오류 상태입니다.
P0071,GENERIC,대기 공기 온도 센서 A의 범위 또는 성능 이상,Ambient Air Temperature Sensor Circuit A Range/Performance,센서 오류,Ambient Air Temperature Sensor Circuit A Range/Per...,운전 중이시라면 주의하셔야 합니다. 대기 공기 온도 센서 A가 비정상적인 상태를 나타내고 있습니다.
P0072,GENERIC,대기 공기 온도 센서 회로 A 입력값이 낮습니다.,Ambient Air Temperature Sensor Circuit A Low,센서 저온,Ambient Air Temperature Sensor Circuit A Low,대기 공기 온도 센서 A의 입력값이 너무 낮아요.
P0073,GENERIC,대기 온도 센서 회로 A 입력값이 높습니다.,Ambient Air Temperature Sensor Circuit A High,센서 입력 이상,Ambient Air Temperature Sensor Circuit A High,운전 중 대기 온도 센서의 회로 A가 부정상적으로 높은 입력을 보냅니다.
P0074,GENERIC,실외 공기 온도 센서 회로 A가 간헐적으로 이상하게 동작하고 있습니다.,Ambient Air Temperature Sensor Circuit A Intermittent/Erratic,센서 오류,Ambient Air Temperature Sensor Circuit A Intermitt...,운전 중이시라면 실외 공기 온도 센서의 회로 A가 간헐적으로 비정상적인 작동을 하고 있다는 점 유닛의해 주세요.
P0075,GENERIC,랭크 1 흡기 밸브 제어 솔레노이드 회로 오류,Intake Valve Control Solenoid Circuit Bank 1,흡기 밸브 제어 오류,Intake Valve Control Solenoid Circuit Bank 1,랭크 1 흡기 밸브 제어 솔레노이드 회로에 문제가 발생했습니다.
P0076,GENERIC,뱅크 1 흡기 밸브 제어 솔레노이드 회로 전압 낮음,Intake Valve Control Solenoid Circuit Low Bank 1,회로 전압 낮음,Intake Valve Control Solenoid Circuit Low Bank 1,운전 중인 경우 뱅크 1의 흡기 밸브 제어 솔레노이드 회로에센서 전압이 낮게 측정되었습니다.
P0077,GENERIC,뱅크 1 흡기 밸브 제어 솔레노이드 회로 전압 높음,Intake Valve Control Solenoid Circuit High Bank 1,흡기 솔레노이드 고장,Intake Valve Control Solenoid Circuit High Bank 1,뱅크 1의 흡기 밸브 제어 솔레노이드 회로에센서 입력 전압이 너무 높습니다.
P0078,GENERIC,뱅크 1 배기 밸브 제어 솔레노이드 회로,Exhaust Valve Control Solenoid Circuit Bank 1,뱅크 1 배기 밸브,Exhaust Valve Control Solenoid Circuit Bank 1,운전 중인 차량에센서 뱅크 1 배기 밸브 제어 솔레노이드의 회로 상태를 확인해 주세요.
P0079,GENERIC,뱅크 1 배기 밸브 제어 솔레노이드 회로 전압 낮음,Exhaust Valve Control Solenoid Circuit Low Bank 1,뱅크 1 배기 밸브 문제,Exhaust Valve Control Solenoid Circuit Low Bank 1,운전 중 뱅크 1의 배기 밸브 제어 솔레노이드 회로 전압이 낮게 측정되었습니다.
P007A,GENERIC,랭킹 차지 에어 쿨러 온도 센서 회로 뱅크 1,Charge Air Cooler Temperature Sensor Circuit Bank 1,센서 회로 오류,Charge Air Cooler Temperature Sensor Circuit Bank ...,랭킹 차지 에어 쿨러의 온도를 감지하는 센서의 회로에 문제가 발생했습니다. 뱅크 1이 영향을 받았습니다.
P007B,GENERIC,뱅크 1 차지 에어 쿨러 온도 센서 회로 범위/성능 이상,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,차지 에어 쿨러,Charge Air Cooler Temperature Sensor Circuit Range...,뱅크 1의 차지 에어 쿨러 온도 센서 회로에센서 범위 또는 성능 문제가 발생했습니다.
P007C,GENERIC,랭킹 1 측의 배기 공냉각기 온도 센서 회로 전압이 낮습니다.,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,센서 전압 낮음,Charge Air Cooler Temperature Sensor Circuit Low B...,랭킹 1 측의 배기 공 냉각기 온도 센서 회로 전압이 너무 낮아요.
P007D,GENERIC,_BANK 1_ 측의 충전 공기 냉각기 온도 센서 회로 전압이 높습니다.,Charge Air Cooler Temperature Sensor Circuit High Bank 1,_BANK 1_ 고장,Charge Air Cooler Temperature Sensor Circuit High ...,차량에센서 _뱅크 1_ 측의 충전 공기 냉각기 온도 센서 회로 전압이 높아 문제가 발생했습니다. 이 오류 코드는 P007D 입니다.
P007E,GENERIC,뱅크 1 충전 공기 쿨러 온도 센서 회로가 간헐적이고 불규칙합니다.,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,온도 센서 이상,Charge Air Cooler Temperature Sensor Circuit Inter...,뱅크 1의 충전 공기 쿨러 온도 센서 회로가 간헐적이거나 불규칙하게 작동하고 있습니다.
P007F,GENERIC,배기관 온도 센서 뱅크 1/뱅크 2 상관관계 이상,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,상관관계 오류,Charge Air Cooler Temperature Sensor Bank1/Bank2 C...,배기관 온도 센서가 뱅크 1과 뱅크 2에센서 일치하지 않습니다.
P0080,GENERIC,뱅크 1 배기 밸브 제어 솔레노이드 회로 전압 높음,Exhaust Valve Control Solenoid Circuit High Bank 1,높은 전압,Exhaust Valve Control Solenoid Circuit High Bank 1,뱅크 1의 배기 밸브 제어 솔레노이드 회로의 입력 전압이 너무 높습니다.
P0081,GENERIC,뱅크 2 흡기 밸브 제어 솔레노이드 회로 오류,Intake Valve Control Solenoid Circuit Bank 2,흡기 밸브 회로 고장,Intake Valve Control Solenoid Circuit Bank 2,"운전 중입니다, 뱅크 2의 흡기 밸브 제어 솔레노이드 회로에 문제가 발생했습니다."
P0082,GENERIC,뱅크 2 흡기 밸브 제어 솔레노이드 회로 전압 낮음,Intake Valve Control Solenoid Circuit Low Bank 2,전압 낮음,Intake Valve Control Solenoid Circuit Low Bank 2,뱅크 2의 흡기 밸브 제어 솔레노이드 회로가 전압이 낮아 발생했습니다.
P0083,GENERIC,뱅크 2 흡기 밸브 제어 솔레노이드 회로 전압 높음,Intake Valve Control Solenoid Circuit High Bank 2,전압 높음,Intake Valve Control Solenoid Circuit High Bank 2,뱅크 2의 흡기 밸브 제어 솔레노이드 회로가 이상하게 높은 전압을 보여요.
