rpm,speed,temp,load,voltage,map,maf,intake_temp,throttle,fuel_trim_short,fuel_trim_long,engine_runtime,dtcs
2200,80.9,87.9,70.0,14.1,80,21.9,33,55.0,1,3,377,P0300
2200,81.2,87.6,70.0,14.2,80,22.1,30,55.0,3,-2,378,P0300
2200,81.6,88.3,70.0,14.0,80,21.9,28,55.0,-2,-1,378,P0300
2200,82.1,89.0,70.0,14.2,80,22.1,30,55.0,0,1,379,P0300
2200,82.7,86.2,70.0,14.1,80,22.4,32,55.0,0,1,379,P0300
2200,83.3,86.9,70.0,14.0,80,22.4,34,55.0,2,2,380,P0300
2200,83.7,86.6,70.0,14.1,80,22.4,27,55.0,2,-1,380,P0300
2200,84.0,87.3,70.0,14.2,80,22.6,29,55.0,-1,-1,381,P0300
2200,84.1,88.0,70.0,14.0,80,22.5,31,55.0,-1,0,381,P0300
2200,84.1,88.7,70.0,14.1,80,22.7,33,55.0,1,2,382,P0300
2200,84.0,89.4,70.0,14.3,80,22.6,31,55.0,1,2,382,P0300
2192,83.8,85.6,70.0,13.9,80,22.4,28,54.7,3,-2,383,P0300
2193,83.6,86.3,70.0,14.1,80,22.5,30,55.0,-2,0,383,P0300
2196,83.5,87.0,70.0,14.2,80,22.6,32,55.0,0,0,384,P0300
2200,83.6,87.7,69.6,14.0,80,22.3,30,51.3,0,1,384,P0300
2200,83.8,88.4,70.0,14.1,80,22.5,32,51.9,2,3,385,P0300
2200,84.2,88.1,70.0,14.2,80,22.7,29,52.7,2,-2,385,P0300
2200,84.8,88.8,70.0,14.1,80,22.7,31,50.6,-1,-1,386,P0300
2200,85.5,86.0,69.8,14.0,80,22.8,29,49.6,-1,1,386,P0300
2200,86.2,86.7,70.0,14.2,80,23.1,31,50.7,1,1,387,P0300
2200,87.0,87.4,70.0,14.0,80,23.2,33,48.9,1,2,387,P0300
2200,87.6,87.1,70.0,14.1,80,23.4,30,50.1,3,-1,388,P0300
2200,88.1,87.8,70.0,14.2,80,23.5,28,49.3,-2,-1,388,P0300
2200,88.4,88.5,69.1,14.0,80,23.4,30,47.6,0,0,389,P0300
2200,88.5,89.2,70.0,14.2,80,23.6,32,48.8,0,2,389,P0300
2200,88.4,86.4,70.0,14.1,80,23.7,34,50.1,2,2,390,P0300
2200,88.2,86.1,66.7,14.0,80,23.3,27,46.5,2,-2,390,P0300
2200,87.9,86.8,68.1,14.1,80,23.4,29,47.9,-1,0,391,P0300
2200,87.5,87.5,69.6,14.2,80,23.5,31,49.4,-1,0,391,P0300
2200,87.1,88.2,68.1,14.0,80,23.2,33,48.0,1,1,392,P0300
2200,86.9,88.9,65.7,14.1,80,23.1,31,47.8,1,3,392,P0300
2200,86.8,88.6,67.4,14.3,80,23.3,28,49.8,3,-2,393,P0300
2200,86.8,85.8,66.3,13.9,80,23.1,30,48.9,-2,-1,393,P0300
2200,87.0,86.5,68.3,14.1,80,23.3,32,51.1,0,1,394,P0300
2197,87.3,87.2,66.4,14.2,80,23.3,30,51.4,0,1,394,P0300
2153,85.0,87.9,64.0,14.0,80,22.7,32,49.7,2,2,395,P0300
2103,83.3,87.6,65.0,14.1,80,22.4,29,51.2,2,-1,395,P0300
2069,81.6,88.3,66.1,14.2,80,22.2,31,52.8,-1,-1,396,P0300
2036,79.9,89.0,60.2,14.1,79,21.5,29,49.4,-1,0,396,P0300
1996,78.2,86.2,61.4,14.0,80,21.3,31,50.9,1,2,397,P0300
1966,76.5,86.9,62.6,14.2,79,21.1,33,52.5,1,2,397,P0300
1922,74.8,86.6,60.8,14.0,76,20.5,30,51.0,3,-2,398,P0300
1895,73.1,87.3,58.1,14.1,77,20.1,28,50.4,-2,0,398,P0300
1870,71.4,88.0,59.4,14.2,76,19.9,30,51.8,0,0,399,P0300
1847,69.7,88.7,57.8,14.0,74,19.4,32,50.2,0,1,399,P0300
1826,68.0,89.4,59.2,14.2,73,19.1,34,51.4,2,3,400,P0300
1784,66.3,85.6,56.6,14.1,73,18.7,27,50.5,2,-2,400,P0300
1767,64.6,86.3,55.1,14.0,71,18.2,29,48.5,-1,-1,401,P0300
1750,62.9,87.0,56.5,14.1,70,18.0,31,49.4,-1,1,401,P0300
1735,61.2,87.7,58.0,14.2,71,17.7,33,50.2,1,1,402,P0300
1721,59.5,88.4,52.5,14.0,67,17.0,31,45.9,1,2,402,P0300
1693,57.8,88.1,53.9,14.1,67,16.8,28,46.4,3,-1,403,P0300
1679,56.1,88.8,55.4,14.3,68,16.6,30,46.8,-2,-1,403,P0300
1659,54.4,86.0,53.9,13.9,64,16.0,32,44.1,0,0,404,P0300
1646,52.7,86.7,51.3,14.1,65,15.6,30,42.3,0,2,404,P0300
1631,51.0,87.4,52.8,14.2,64,15.4,32,42.3,2,2,405,P0300
1601,49.3,87.1,51.2,14.0,61,14.9,29,39.3,2,-2,405,P0300
1585,47.6,87.8,52.6,14.1,62,14.6,31,39.1,-1,0,406,P0300
1568,45.9,88.5,50.0,14.2,61,14.2,29,36.9,-1,0,406,P0300
1550,44.2,89.2,48.3,14.1,59,13.7,31,33.6,1,1,407,P0300
1523,42.5,86.4,49.6,14.0,58,13.5,33,33.3,1,3,407,P0300
1488,40.8,86.1,50.8,14.2,58,13.2,30,32.9,3,-2,408,P0300
1466,39.1,86.8,45.0,14.0,56,12.5,28,27.5,-2,-1,408,P0300
1443,37.4,87.5,46.2,14.1,55,12.3,30,27.0,0,1,409,P0300
1420,35.7,88.2,47.3,14.2,56,12.1,32,26.6,0,1,409,P0300
1396,34.0,88.9,45.4,14.0,52,11.6,34,23.2,2,2,410,P0300
1357,32.3,88.6,42.4,14.2,52,11.1,27,20.9,2,-1,410,P0300
1326,30.6,85.8,43.3,14.1,53,10.9,29,20.5,-1,-1,411,P0300
1303,28.9,86.5,41.3,14.0,49,10.4,31,17.3,-1,0,411,P0300
1280,27.2,87.2,42.1,14.1,50,10.2,33,17.1,1,2,412,P0300
1258,25.5,87.9,38.9,14.2,49,9.7,31,15.1,1,2,412,P0300
1222,23.8,87.6,36.7,14.0,46,9.2,28,12.1,3,-2,413,P0300
1203,22.1,88.3,37.4,14.1,47,9.0,30,12.2,-2,0,413,P0300
1185,20.4,89.0,38.1,14.3,46,8.8,32,12.5,0,0,414,P0300
1161,18.7,86.2,31.8,13.9,44,8.0,30,8.0,0,1,414,P0300
1146,17.0,86.9,32.4,14.1,43,7.8,32,8.4,2,3,415,P0300
1118,15.3,86.6,33.0,14.2,43,7.6,29,9.1,2,-2,415,P0300
1106,13.6,87.3,30.5,14.0,41,7.1,31,8.0,-1,-1,416,P0300
1095,11.9,88.0,27.0,14.1,40,6.6,29,8.0,-1,1,416,P0300
1085,10.2,88.7,27.6,14.2,41,6.4,31,8.0,1,1,417,P0300
1075,8.5,89.4,25.0,14.1,37,5.9,33,8.0,1,2,417,P0300
1044,6.8,85.6,25.5,14.0,37,5.7,30,8.0,3,-1,418,P0300
1035,5.1,86.3,22.0,14.2,38,5.2,28,8.0,-2,-1,418,P0300
1025,3.4,87.0,19.5,14.0,34,4.7,30,8.0,0,0,419,P0300
1015,1.7,87.7,20.0,14.1,35,4.5,32,8.0,0,2,419,P0300
1004,0.0,88.4,20.5,14.2,34,4.3,34,8.0,2,2,420,P0300
745,0,88.7,16,14.3,30,3.6,27,0,0,1,420,P0300
749,0,89.2,16,14.2,32,3.9,29,0,0,1,421,P0300
751,0,87.8,17,13.9,27,3.9,25,0,1,2,421,P0300
755,0,88.3,19,14.0,29,3.6,27,0,3,-1,422,P0300
759,0,88.8,19,14.2,31,3.9,29,0,-2,-1,422,P0300
760,0,88.7,21,14.3,30,4.2,28,0,0,1,423,P0300
764,0,89.2,15,14.1,32,3.5,26,0,0,1,423,P0300
768,0,88.2,17,14.0,29,3.8,28,0,2,3,424,P0300
769,0,88.1,17,14.1,28,4.1,27,0,2,-2,424,P0300
773,0,88.6,19,14.3,30,3.8,29,0,-1,0,425,P0300
777,0,89.1,19,14.0,32,3.7,27,0,-1,0,425,P0300
778,0,89.0,21,14.2,31,4.0,26,0,1,2,426,P0300
782,0,88.0,15,14.1,28,3.7,28,0,1,2,426,P0300
784,0,88.1,16,14.2,28,3.7,28,0,2,-2,427,P0300
788,0,88.6,18,13.9,30,4.0,26,0,-1,0,427,P0300
792,0,89.1,18,14.1,32,3.7,28,0,-1,0,428,P0300
793,0,89.0,20,14.2,31,4.0,27,0,1,2,428,P0300
797,0,88.0,20,14.4,28,3.9,29,0,1,2,429,P0300
693,0,88.5,16,13.9,30,3.6,27,0,3,-1,429,P0300
691,0,87.8,15,13.9,27,3.7,25,0,1,2,430,P0300
695,0,88.3,17,14.1,29,4.0,27,0,3,-1,430,P0300
699,0,88.8,17,14.2,31,3.9,29,0,-2,-1,431,P0300
700,0,88.7,19,14.4,30,3.6,28,0,0,1,431,P0300
704,0,89.2,19,13.9,32,3.9,26,0,0,1,432,P0300
706,0,87.8,20,14.0,27,3.9,26,0,1,2,432,P0300
710,0,88.3,16,14.1,29,3.6,28,0,3,-1,433,P0300
714,0,88.8,16,14.3,31,3.9,30,0,-2,-1,433,P0300
715,0,88.7,18,14.0,30,4.2,25,0,0,1,434,P0300
719,0,89.2,18,14.2,32,3.5,27,0,0,1,434,P0300
723,0,88.2,20,14.1,29,3.8,29,0,2,3,435,P0300
724,0,88.1,20,14.2,28,4.1,28,0,2,-2,435,P0300
728,0,88.6,16,14.0,30,3.8,26,0,-1,0,436,P0300
732,0,89.1,16,14.1,32,3.7,28,0,-1,0,436,P0300
733,0,89.0,18,14.3,31,4.0,27,0,1,2,437,P0300
737,0,88.0,18,14.2,28,3.7,29,0,1,2,437,P0300
739,0,88.1,19,13.9,28,3.7,25,0,2,-2,438,P0300
743,0,88.6,21,14.0,30,4.0,27,0,-1,0,438,P0300
747,0,89.1,15,14.2,32,3.7,29,0,-1,0,439,P0300
748,0,89.0,17,14.3,31,4.0,28,0,1,2,439,P0300
752,0,88.0,17,14.1,28,3.9,26,0,1,2,440,P0300
756,0,88.5,19,14.0,30,3.6,28,0,3,-1,440,P0300
757,0,88.4,19,14.1,29,3.9,27,0,-2,-1,441,P0300
761,0,88.9,21,14.3,31,4.2,29,0,0,1,441,P0300
765,0,89.4,15,14.0,33,3.5,27,0,0,1,442,P0300
766,0,87.8,17,14.2,27,3.8,26,0,2,3,442,P0300
770,0,88.3,17,14.1,29,4.1,28,0,2,-2,443,P0300
772,0,88.4,18,14.2,29,3.5,28,0,-2,-1,443,P0300
776,0,88.9,20,13.9,31,3.8,26,0,0,1,444,P0300
780,0,89.4,20,14.1,33,4.1,28,0,0,1,444,P0300
781,0,87.8,16,14.2,27,3.8,27,0,2,3,445,P0300
785,0,88.3,16,14.4,29,3.7,29,0,2,-2,445,P0300
789,0,88.8,18,13.9,31,4.0,27,0,-1,0,446,P0300
790,0,88.7,18,14.0,30,3.7,26,0,-1,0,446,P0300
794,0,89.2,20,14.2,32,4.0,28,0,1,2,447,P0300
798,0,88.2,20,14.3,29,3.9,30,0,1,2,447,P0300
691,0,88.1,16,14.1,28,3.6,25,0,3,-1,448,P0300
692,0,88.0,15,13.9,28,3.7,26,0,1,2,448,P0300
694,0,88.1,16,14.0,28,3.7,26,0,2,-2,449,P0300
698,0,88.6,18,14.1,30,4.0,28,0,-1,0,449,P0300
702,0,89.1,18,14.3,32,3.7,30,0,-1,0,450,P0300
703,0,89.0,20,14.0,31,4.0,25,0,1,2,450,P0300
707,0,88.0,20,14.2,28,3.9,27,0,1,2,451,P0300
711,0,88.5,16,14.1,30,3.6,29,0,3,-1,451,P0300
712,0,88.4,16,14.2,29,3.9,28,0,-2,-1,452,P0300
716,0,88.9,18,14.0,31,4.2,26,0,0,1,452,P0300
720,0,89.4,18,14.1,33,3.5,28,0,0,1,453,P0300
721,0,87.8,20,14.3,27,3.8,27,0,2,3,453,P0300
725,0,88.3,20,14.2,29,4.1,29,0,2,-2,454,P0300
727,0,88.4,15,13.9,29,3.5,25,0,-2,-1,454,P0300
731,0,88.9,17,14.0,31,3.8,27,0,0,1,455,P0300
735,0,89.4,17,14.2,33,4.1,29,0,0,1,455,P0300
736,0,87.8,19,14.3,27,3.8,28,0,2,3,456,P0300
740,0,88.3,19,14.1,29,3.7,26,0,2,-2,456,P0300
744,0,88.8,21,14.0,31,4.0,28,0,-1,0,457,P0300
745,0,88.7,15,14.1,30,3.7,27,0,-1,0,457,P0300
749,0,89.2,17,14.3,32,4.0,29,0,1,2,458,P0300
753,0,88.2,17,14.0,29,3.9,27,0,1,2,458,P0300
754,0,88.1,19,14.2,28,3.6,26,0,3,-1,459,P0300
758,0,88.6,19,14.1,30,3.9,28,0,-2,-1,459,P0300
760,0,88.7,20,14.2,30,3.9,28,0,-1,0,460,P0300
764,0,89.2,16,13.9,32,3.6,26,0,1,2,460,P0300
768,0,88.2,16,14.1,29,3.9,28,0,1,2,461,P0300
769,0,88.1,18,14.2,28,4.2,27,0,3,-1,461,P0300
773,0,88.6,18,14.4,30,3.5,29,0,-2,-1,462,P0300
777,0,89.1,20,13.9,32,3.8,27,0,0,1,462,P0300
778,0,89.0,20,14.0,31,4.1,26,0,0,1,463,P0300
782,0,88.0,16,14.2,28,3.8,28,0,2,3,463,P0300
786,0,88.5,16,14.3,30,3.7,30,0,2,-2,464,P0300
787,0,88.4,18,14.1,29,4.0,25,0,-1,0,464,P0300
791,0,88.9,18,14.0,31,3.7,27,0,-1,0,465,P0300
793,0,89.0,19,14.1,31,3.7,27,0,0,1,465,P0300
797,0,88.0,21,14.2,28,4.0,29,0,2,3,466,P0300
693,0,88.5,15,14.0,30,3.7,27,0,2,-2,466,P0300
691,0,87.8,16,14.0,27,3.8,25,0,2,3,467,P0300
695,0,88.3,16,14.2,29,3.7,27,0,2,-2,467,P0300
699,0,88.8,18,14.1,31,4.0,29,0,-1,0,468,P0300
700,0,88.7,18,14.2,30,3.7,28,0,-1,0,468,P0300
704,0,89.2,20,14.0,32,4.0,26,0,1,2,469,P0300
708,0,88.2,20,14.1,29,3.9,28,0,1,2,469,P0300
709,0,88.1,16,14.3,28,3.6,27,0,3,-1,470,P0300
713,0,88.6,16,14.2,30,3.9,29,0,-2,-1,470,P0300
715,0,88.7,17,13.9,30,3.9,25,0,-1,0,471,P0300
719,0,89.2,19,14.0,32,3.6,27,0,1,2,471,P0300
723,0,88.2,19,14.2,29,3.9,29,0,1,2,472,P0300
724,0,88.1,21,14.3,28,4.2,28,0,3,-1,472,P0300
728,0,88.6,15,14.1,30,3.5,26,0,-2,-1,473,P0300
732,0,89.1,17,14.0,32,3.8,28,0,0,1,473,P0300
733,0,89.0,17,14.1,31,4.1,27,0,0,1,474,P0300
737,0,88.0,19,14.3,28,3.8,29,0,2,3,474,P0300
741,0,88.5,19,14.0,30,3.7,27,0,2,-2,475,P0300
742,0,88.4,21,14.2,29,4.0,26,0,-1,0,475,P0300
746,0,88.9,15,14.1,31,3.7,28,0,-1,0,476,P0300
748,0,89.0,16,14.2,31,3.7,28,0,0,1,476,P0300
752,0,88.0,18,13.9,28,4.0,26,0,2,3,477,P0300
756,0,88.5,18,14.1,30,3.7,28,0,2,-2,477,P0300
757,0,88.4,20,14.2,29,4.0,27,0,-1,0,478,P0300
761,0,88.9,20,14.4,31,3.9,29,0,-1,0,478,P0300
765,0,89.4,16,13.9,33,3.6,27,0,1,2,479,P0300
766,0,87.8,16,14.0,27,3.9,26,0,1,2,479,P0300
770,0,88.3,18,14.2,29,4.2,28,0,3,-1,480,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
0,0,85,0,12.5,30,0,35,0,0,0,0,P0300
0,0,86,0,12.5,31,0,36,0,0,0,0,P0300
0,0,84,0,12.6,29,0,34,0,0,0,0,P0300
0,0,85,0,12.6,30,0,35,0,0,0,0,P0300
0,0,86,0,12.4,31,0,36,0,0,0,0,P0300
0,0,84,0,12.5,29,0,34,0,0,0,0,P0300
0,0,84,0,12.4,29,0,34,0,0,0,0,P0300
